pod_name,task_size_range,task_size,recommended_cpu_frequency,current_cpu_frequency,execution_time
pod2,"[10001, 20000]",10000,1800000,1800000,0.189272
pod2,"[10001, 20000]",10000,1800000,1800000,0.190341
pod2,"[10001, 20000]",10000,1800000,1800000,0.188506
pod2,"[10001, 20000]",10000,1800000,1800000,0.188654
pod2,"[10001, 20000]",10000,1800000,1800000,0.191327
pod2,"[10001, 20000]",10000,1800000,1800000,0.1897
pod2,"[10001, 20000]",10000,1800000,1800000,0.18966
pod2,"[10001, 20000]",10000,1800000,1800000,0.192407
pod2,"[10001, 20000]",10000,1800000,1800000,0.189178
pod2,"[10001, 20000]",10000,1800000,1800000,0.190367
pod2,"[10001, 20000]",10000,1800000,1800000,0.190614
pod2,"[10001, 20000]",10000,1800000,1800000,0.193431
pod2,"[10001, 20000]",10000,1800000,1800000,0.190752
pod2,"[10001, 20000]",10000,1800000,1800000,0.189838
pod2,"[10001, 20000]",10000,1800000,1800000,0.191243
pod2,"[1000, 1500]",501,700000,700000,0.032904
pod2,"[1000, 1500]",501,700000,700000,0.034281
pod2,"[1000, 1500]",501,700000,700000,0.032633
pod2,"[1000, 1500]",501,700000,700000,0.033571
pod2,"[1000, 1500]",501,700000,700000,0.033172
pod2,"[1000, 1500]",501,700000,700000,0.031806
pod2,"[1000, 1500]",501,700000,700000,0.032043
pod2,"[1000, 1500]",501,700000,700000,0.033503
pod2,"[1000, 1500]",501,700000,700000,0.037387
pod2,"[1000, 1500]",501,700000,700000,0.031942
pod2,"[1000, 1500]",501,700000,700000,0.032515
pod2,"[1000, 1500]",501,700000,700000,0.031762
pod2,"[1000, 1500]",501,700000,700000,0.032292
